Company,Person (Full Name),Race (White/POC),Gender (Female/Male),Position,Sources (web links),Timestamp (date),,,,,,,,,,,,,,,,,,,,
Nike,Melanie Harris,POC,Female,"VP, Strategy & Development",https://about.nike.com/pages/executives,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,Hilary Krane,White,Female,"EVP, Chief Administrative Officer & General Counsel",https://about.nike.com/pages/executives,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,Monique Matheson,White,Female,"EVP, CHIEF HUMAN RESOURCES OFFICER",https://about.nike.com/pages/executives,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,Heidi O'Neill,White,Female,"President, Consumer and Marketplace",https://about.nike.com/pages/executives,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,Nigel Powell,White,Male,EVP & Chief Communications Officer,https://about.nike.com/pages/executives,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,John Slusher,White,Male,"EVP, Global Sports Marketing",https://about.nike.com/pages/executives,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,Michael Spillane,White,Male,"President, Consumer Creation",https://about.nike.com/pages/executives,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,Scott Uzzell,POC,Male,"PRESIDENT & CEO, CONVERSE",https://about.nike.com/pages/executives,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,DIRK-JAN “DJ” VAN HAMEREN,White,Male,Chief Marketing Officer,https://about.nike.com/pages/executives,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,Craig Williams,POC,Male,"PRESIDENT, JORDAN BRAND",https://about.nike.com/pages/executives,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,Ann Miller,White,Female,"VP, Corporate Secretary and Chief Ethics & Compliance Officer",https://about.nike.com/pages/executives,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,Chris Abston,White,Male,"VP, Corporate Controller",https://about.nike.com/pages/executives,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,PHILIP H. KNIGHT,White,Male,Board Member,https://investors.nike.com/investors/corporate-governance/?toggle=directors,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,MARK G. PARKER,White,Male,Chairman of the Board of Directors,https://investors.nike.com/investors/corporate-governance/?toggle=directors,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,JOHN J. DONAHOE II,White,Male,Board Member,https://investors.nike.com/investors/corporate-governance/?toggle=directors,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,CATHLEEN BENKO,White,Female,Board Member,https://investors.nike.com/investors/corporate-governance/?toggle=directors,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,ELIZABETH J. COMSTOCK,White,Female,Board Member,https://investors.nike.com/investors/corporate-governance/?toggle=directors,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,JOHN G. CONNORS,White,Male,Board Member,https://investors.nike.com/investors/corporate-governance/?toggle=directors,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,TIMOTHY D. COOK,White,Male,Board Member,https://investors.nike.com/investors/corporate-governance/?toggle=directors,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,THASUNDA B. DUCKETT,White,Female,Board Member,https://investors.nike.com/investors/corporate-governance/?toggle=directors,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,"ALAN B. GRAF, JR.",White,Male,Board Member,https://investors.nike.com/investors/corporate-governance/?toggle=directors,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,PETER B. HENRY,POC,Male,Board Member,https://investors.nike.com/investors/corporate-governance/?toggle=directors,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,TRAVIS A. KNIGHT,White,Male,Board Member,https://investors.nike.com/investors/corporate-governance/?toggle=directors,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,MICHELLE A. PELUSO,White,Female,Board Member,https://investors.nike.com/investors/corporate-governance/?toggle=directors,9/29/20,,,,,,,,,,,,,,,,,,,,
Nike,"JOHN W. ROGERS, JR.",White,Male,Board Member,https://investors.nike.com/investors/corporate-governance/?toggle=directors,9/29/20,,,,,,,,,,,,,,,,,,,,
Indeed,Rony Kahan,White,Male,Chairman,https://www.indeed.com/about/leadership#_,9/29/20,,,,,,,,,,,,,,,,,,,,
Indeed,Hisayuki Idekoba,POC,Male,Board Director,https://www.indeed.com/about/leadership#_,9/29/20,,,,,,,,,,,,,,,,,,,,
Indeed,Chris Hyams,White,Male,CEO,https://www.indeed.com/about/leadership#_,9/29/20,,,,,,,,,,,,,,,,,,,,
Indeed,David O'Neill,White,Male,COO,https://www.indeed.com/about/leadership#_,9/29/20,,,,,,,,,,,,,,,,,,,,
Indeed,Nolan Farris,White,Male,Chief Revenue Officer,https://www.indeed.com/about/leadership#_,9/29/20,,,,,,,,,,,,,,,,,,,,
Indeed,Taichi Hattori,POC,Male,CFO,https://www.indeed.com/about/leadership#_,9/29/20,,,,,,,,,,,,,,,,,,,,
Indeed,Doug Gray,White,Male,"SVP and General Manager, Platforms",https://www.indeed.com/about/leadership#_,9/29/20,,,,,,,,,,,,,,,,,,,,
Indeed,Andrew Hudson,White,Male,"CTO and General Manager, Job Seeker",https://www.indeed.com/about/leadership#_,9/29/20,,,,,,,,,,,,,,,,,,,,
Indeed,Maggie Hulce,White,Female,"SVP and General Manager, Enterprise",https://www.indeed.com/about/leadership#_,9/29/20,,,,,,,,,,,,,,,,,,,,
Indeed,Raj Mukherjee,POC,Male,"SVP and General Manager,SMB",https://www.indeed.com/about/leadership#_,9/29/20,,,,,,,,,,,,,,,,,,,,
Indeed,Takashi Nishimura,POC,Male,"SVP and General Manager, Recruiting Solutions",https://www.indeed.com/about/leadership#_,9/29/20,,,,,,,,,,,,,,,,,,,,
Indeed,Lowell Brickman,White,Male,General Counsel and Secretary,https://www.indeed.com/about/leadership#_,9/29/20,,,,,,,,,,,,,,,,,,,,
Indeed,Hiroaki Ogata,POC,Male,SVP of Corporate Development,https://www.indeed.com/about/leadership#_,9/29/20,,,,,,,,,,,,,,,,,,,,
Indeed,Paul Wolfe,White,Male,SVP of Human Resources,https://www.indeed.com/about/leadership#_,9/29/20,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
